Страна,Код страны,Код города,Город
Украина,380,4333,Калиновка  (Винницкая обл.)
Украина,380,4594,Калита  (Киевская обл.)
Украина,380,3472,Калуш  (Ивано-Франковская обл.)
Украина,380,3849,Каменец Подольский  (Хмельницкая обл.)
Украина,380,4732,Каменка  (Черкасская обл.)
Украина,380,3254,Каменка Бугская  (Львовская обл.)
Украина,380,6138,Каменка Днепровская  (Запорожская обл.)
Украина,380,3357,Камень Каширский  (Волынская обл.)
Украина,380,4736,Канев  (Черкасская обл.)
Украина,380,5346,Карловка  (Полтавская обл.)
Украина,380,4742,Катеринополь  (Черкасская обл.)
Украина,380,5536,Каховка  (Херсонская обл.)
Украина,380,5755,Кегичевка  (Харьковская обл.)
Украина,380,3732,Кельменцы  (Черновицкая обл.)
Украина,380,3365,Киверцы  (Волынская обл.)
Украина,380,44,Киев  (Киевская обл.)
Украина,380,4843,Килия  (Одесская обл.)
Украина,380,522,Кировоград  (Кировоградская обл.)
Украина,380,6446,Кировск  (Луганская обл.)
Украина,380,6250,Кировское  (Донецкая обл.)
Украина,380,3736,Кицмань  (Черновицкая обл.)
Украина,380,4577,Клавдиево-Тарасов  (Киевская обл.)
Украина,380,5343,Кобеляки  (Полтавская обл.)
Украина,380,3352,Ковель  (Волынская обл.)
Украина,380,5742,Ковшаровка  (Харьковская обл.)
Украина,380,4867,Кодыма  (Одесская обл.)
Украина,380,5342,Козельщина  (Полтавская обл.)
Украина,380,3547,Козлив  (Тернопольская обл.)
Украина,380,5766,Коломак  (Харьковская обл.)
Украина,380,3433,Коломыя  (Ивано-Франковская обл.)
Украина,380,3231,Комарно  (Львовская обл.)
Украина,380,4855,Коминтерновское  (Одесская обл.)
Украина,380,5240,Компанеевка  (Кировоградская обл.)
Украина,380,5348,Комсомольск  (Полтавская обл.)
Украина,380,5447,Конотоп  (Сумская обл.)
Украина,380,6272,Константиновка  (Донецкая обл.)
Украина,380,3651,Корец  (Ровенская обл.)
Украина,380,4656,Короп  (Черниговская обл.)
Украина,380,4130,Коростышев  (Житомирская обл.)
Украина,380,4735,Корсунь-Шевченковский  (Черкасская обл.)
Украина,380,4657,Корюковка  (Черниговская обл.)
Украина,380,3478,Косов  (Ивано-Франковская обл.)
Украина,380,3657,Костополь  (Ровенская обл.)
Украина,380,5350,Котельва  (Полтавская обл.)
Украина,380,4862,Котовск  (Одесская обл.)
Украина,380,6264,Краматорск  (Донецкая обл.)
Украина,380,3855,Красилов  (Хмельницкая обл.)
Украина,380,6239,Красноармейск  (Донецкая обл.)
Украина,380,5744,Красноград  (Харьковская обл.)
Украина,380,6435,Краснодон  (Луганская обл.)
Украина,380,5756,Краснокутск  (Харьковская обл.)
Украина,380,5745,Краснопавловка  (Харьковская обл.)
Украина,380,5459,Краснополье  (Сумская обл.)
Украина,380,4861,Красные Окны  (Одесская обл.)
Украина,380,6261,Красный Лиман  (Донецкая обл.)
Украина,380,6432,Красный Луч  (Луганская обл.)
Украина,380,3546,Кременец  (Тернопольская обл.)
Украина,380,6454,Кременная  (Луганская обл.)
Украина,380,5366,Кременчуг  (Полтавская обл.)
Украина,380,536,Кременчуг  (Полтавская обл.)
Украина,380,5133,Кривое Озеро  (Николаевская обл.)
Украина,380,56,Кривой Рог  (Днепропетровская обл.)
Украина,380,564,Кривой Рог  (Днепропетровская обл.)
Украина,380,5654,Кринички  (Днепропетровская обл.)
Украина,380,5453,Кролевец  (Сумская обл.)
Украина,380,4340,Крыжополь  (Винницкая обл.)
Украина,380,3636,Кузнецовск  (Ровенская обл.)
Украина,380,6147,Куйбышево  (Запорожская обл.)
Украина,380,4643,"Куликовка,  (Черниговская обл.)"
Украина,380,5537,Лазурное  (Херсонская обл.)
Украина,380,3549,Лановцы  (Тернопольская обл.)
Украина,380,5445,Лебедин  (Сумская обл.)
Украина,380,3857,Летичев  (Хмельницкая обл.)
Украина,380,5452,Липовая Долина  (Сумская обл.)
Украина,380,6451,Лисичанск  (Луганская обл.)
Украина,380,4347,Литин  (Винницкая обл.)
Украина,380,3374,Локачи  (Волынская обл.)
Украина,380,5356,Лохвица  (Полтавская обл.)
Украина,380,53615,Лубны  (Полтавская обл.)
Украина,380,5361,Лубны  (Полтавская обл.)
Украина,380,642,Луганск  (Луганская обл.)
Украина,380,4161,Лугины  (Житомирская обл.)
Украина,380,6436,Лутугино  (Луганская обл.)
Украина,380,3322,Луцк  (Волынская обл.)
Украина,380,332,Луцк  (Волынская обл.)
Украина,380,4749,Лысянка  (Черкасская обл.)
Украина,380,32,Львов  (Львовская обл.)
Украина,380,4147,Любар  (Житомирская обл.)
Украина,380,4864,Любашевка  (Одесская обл.)
Украина,380,3362,Любешов  (Волынская обл.)
Украина,380,3377,Любомль  (Волынская обл.)
Украина,380,5691,Магдалиновка  (Днепропетровская обл.)
Украина,380,4578,Макаров  (Киевская обл.)
Украина,380,6232,Макеевка  (Донецкая обл.)
Украина,380,623,Макеевка  (Донецкая обл.)
Украина,380,5258,Малая Виска  (Кировоградская обл.)
Украина,380,612,Малокатериновка  (Запорожская обл.)
Украина,380,6297,Мангуш  (Донецкая обл.)
Украина,380,3376,Маневичи  (Волынская обл.)
Украина,380,4748,Маньковка  (Черкасская обл.)
Украина,380,5665,Марганец  (Днепропетровская обл.)
Украина,380,629,Мариуполь  (Донецкая обл.)
Украина,380,6464,Марковка  (Луганская обл.)
Украина,380,6278,Марьинка  (Донецкая обл.)
Украина,380,5364,Машевка  (Полтавская обл.)
Украина,380,3146,Межгорье  (Закарпатская обл.)
Украина,380,5630,Межевая  (Днепропетровская обл.)
Украина,380,6192,Мелитополь  (Запорожская обл.)
Украина,380,619,Мелитополь  (Запорожская обл.)
Украина,380,6465,Меловое  (Луганская обл.)
Украина,380,4644,Мена  (Черниговская обл.)
Украина,380,5355,Миргород  (Полтавская обл.)
Украина,380,4574,Мироновка  (Киевская обл.)
Украина,380,3659,Млинов  (Ровенская обл.)
Украина,380,3555,Монастыриска  (Тернопольская обл.)
Украина,380,4746,Монастырище  (Черкасская обл.)
Украина,380,3260,Моршин  (Львовская обл.)
Украина,380,3234,Мостиска  (Львовская обл.)
Украина,380,3131,Мукачево  (Закарпатская обл.)
Украина,380,4356,Мурованные Куриловцы  (Винницкая обл.)
Украина,380,3475,Надворная  (Ивано-Франковская обл.)
Украина,380,4140,Народичи  (Житомирская обл.)
Украина,380,5455,Недригайлов  (Сумская обл.)
Украина,380,4631,Нежин  (Черниговская обл.)
Украина,380,3259,Немиров  (Львовская обл.)
Украина,380,5540,Нижние Серогозы  (Херсонская обл.)
Украина,380,5422,Низы  (Сумская обл.)
Украина,380,4857,Николаевка  (Одесская обл.)
Украина,380,5662,Никополь  (Днепропетровская обл.)
Украина,380,566,Никополь  (Днепропетровская обл.)
Украина,380,5740,Новая Водолага  (Харьковская обл.)
Украина,380,5549,Новая Каховка  (Херсонская обл.)
Украина,380,5167,Новая Одесса  (Николаевская обл.)
Украина,380,3847,Новая Ушица  (Хмельницкая обл.)
Украина,380,4658,Новгород Северский  (Черниговская обл.)
Украина,380,5241,Новгородка  (Кировоградская обл.)
Украина,380,6296,Новоазовск  (Донецкая обл.)
Украина,380,6445,Новоайдар  (Луганская обл.)
Украина,380,5255,Новоархангельск  (Кировоградская обл.)
Украина,380,3344,Нововолынск  (Волынская обл.)
Украина,380,5533,Нововоронцовка  (Херсонская обл.)
Украина,380,3741,Новоднестровск  (Черновицкая обл.)
Украина,380,5256,Новомиргород  (Кировоградская обл.)
Украина,380,5693,Новомосковск  (Днепропетровская обл.)
Украина,380,569,Новомосковск  (Днепропетровская обл.)
Украина,380,6144,Новониколаевка  (Запорожская обл.)
Украина,380,6463,Новопсков  (Луганская обл.)
Украина,380,3733,Новоселица  (Черновицкая обл.)
Украина,380,5548,Новотроицкое  (Херсонская обл.)
Украина,380,5251,Новоукраинка  (Кировоградская обл.)
Украина,380,3256,Новояворовское  (Львовская обл.)
Украина,380,4135,Новые Белокоровичи  (Житомирская обл.)
Украина,380,5344,Новые Санжары  (Полтавская обл.)
Украина,380,5151,Новый Буг  (Николаевская обл.)
Украина,380,3261,Новый Роздол  (Львовская обл.)
Украина,380,4642,Носовка  (Черниговская обл.)
Украина,380,4851,Овидиополь  (Одесская обл.)
Украина,380,4148,Овруч  (Житомирская обл.)
Украина,380,482,Одесса  (Одесская обл.)
Украина,380,48,Одесса  (Одесская обл.)
Украина,380,5250,Ольшанка  (Кировоградская обл.)
Украина,380,5238,Онуфриевка  (Кировоградская обл.)
Украина,380,4330,Оратов  (Винницкая обл.)
Украина,380,5667,Орджоникидзе  (Днепропетровская обл.)
Украина,380,6141,Орехов  (Запорожская обл.)
Украина,380,5357,Оржица  (Полтавская обл.)
Украина,380,4646,Остер  (Черниговская обл.)
Украина,380,3654,Острог  (Ровенская обл.)
Украина,380,5154,Очаков  (Николаевская обл.)
Украина,380,563,Павлоград  (Днепропетровская обл.)
Украина,380,5632,Павлоград  (Днепропетровская обл.)
Украина,380,6455,Первомайск  (Луганская обл.)
Украина,380,5161,Первомайск  (Николаевская обл.)
Украина,380,5748,Первомайский  (Харьковская обл.)
Украина,380,6441,Перевальск  (Луганская обл.)
Украина,380,3263,Перемышляны  (Львовская обл.)
Украина,380,4567,Переслав Хмельницкий  (Киевская обл.)
Украина,380,3145,Перечин  (Закарпатская обл.)
Украина,380,5633,Першотравенск  (Днепропетровская обл.)
Украина,380,5634,Петриковка  (Днепропетровская обл.)
Украина,380,5237,Петрово  (Кировоградская обл.)
Украина,380,5631,Петропавловка  (Днепропетровская обл.)
Украина,380,5765,Печенеги  (Харьковская обл.)
Украина,380,5358,Пирятин  (Полтавская обл.)
Украина,380,4346,Погребище  (Винницкая обл.)
Украина,380,3543,Подволочинск  (Тернопольская обл.)
Украина,380,3542,Подгайцы  (Тернопольская обл.)
Украина,380,5638,Покровское  (Днепропетровская обл.)
Украина,380,4592,Полевское  (Киевская обл.)
Украина,380,6165,Пологи  (Запорожская обл.)
Украина,380,3843,Полонное  (Хмельницкая обл.)
Украина,380,532,Полтава  (Полтавская обл.)
Украина,380,5322,Полтава  (Полтавская обл.)
Украина,380,6474,Попасная  (Луганская обл.)
Украина,380,4137,Попельня  (Житомирская обл.)
Украина,380,6133,Приазовское  (Запорожская обл.)
Украина,380,4637,Прилуки  (Черниговская обл.)
Украина,380,6137,Приморское  (Запорожская обл.)
Украина,380,6132,Пришиб  (Запорожская обл.)
Украина,380,3230,Пустомыты  (Львовская обл.)
Украина,380,5442,Путивль  (Сумская обл.)
Украина,380,3738,Путила  (Черновицкая обл.)
Украина,380,5651,Пятихатки  (Днепропетровская обл.)
Украина,380,3255,Радехов  (Львовская обл.)
Украина,380,3633,Радивилов  (Ровенская обл.)
Украина,380,4853,Раздельная  (Одесская обл.)
Украина,380,4562,Ракитное  (Киевская обл.)
Украина,380,3366,Ратно  (Волынская обл.)
Украина,380,3132,Рахов  (Закарпатская обл.)
Украина,380,4840,Рени  (Одесская обл.)
Украина,380,4641,Репки  (Черниговская обл.)
Украина,380,5363,Решетиловка  (Полтавская обл.)
Украина,380,6433,Ровеньки  (Луганская обл.)
Украина,380,362,Ровно  (Ровенская обл.)
Украина,380,3435,Рогатин  (Ивано-Франковская обл.)
Украина,380,3368,Рожище  (Волынская обл.)
Украина,380,3474,Рожнятов  (Ивано-Франковская обл.)
Украина,380,3241,Роздол  (Львовская обл.)
Украина,380,6162,Розовка  (Запорожская обл.)
Украина,380,3635,Рокитное  (Ровенская обл.)
Украина,380,4146,Романов  (Житомирская обл.)
Украина,380,5448,Ромны  (Сумская обл.)
Украина,380,6453,Рубежное  (Луганская обл.)
Украина,380,4349,Рудница  (Винницкая обл.)
Украина,380,4138,Ружин  (Житомирская обл.)
Украина,380,4865,Саврань  (Одесская обл.)
Украина,380,3236,Самбор  (Львовская обл.)
Украина,380,4848,Сарата  (Одесская обл.)
Украина,380,3655,Сарны  (Ровенская обл.)
Украина,380,5762,Сахновщина  (Харьковская обл.)
Украина,380,3133,Свалява  (Закарпатская обл.)
Украина,380,6471,Сватово  (Луганская обл.)
Украина,380,6434,Свердловск  (Луганская обл.)
Украина,380,5236,Светловодск  (Кировоградская обл.)
Украина,380,6262,Святогорск  (Донецкая обл.)
Украина,380,626,Святогорск  (Донецкая обл.)
Украина,380,645,Северодонецк  (Луганская обл.)
Украина,380,6452,Северодонецк  (Луганская обл.)
Украина,380,6237,Селидово  (Донецкая обл.)
Украина,380,5341,Семеновка  (Полтавская обл.)
Украина,380,4659,Семеновка  (Черниговская обл.)
Украина,380,4849,Сергеевка  (Одесская обл.)
Украина,380,5451,Середина Буда  (Сумская обл.)
Украина,380,5663,Синельниково  (Днепропетровская обл.)
Украина,380,4568,Сквира  (Киевская обл.)
Украина,380,3251,Сколе  (Львовская обл.)
Украина,380,3842,Славута  (Хмельницкая обл.)
Украина,380,4579,Славутич  (Киевская обл.)
Украина,380,6473,Славяносербск  (Луганская обл.)
Украина,380,4733,Смела  (Черкасская обл.)
Украина,380,6256,Снежное  (Донецкая обл.)
Украина,380,5162,Снигиревка  (Николаевская обл.)
Украина,380,3476,Снятын  (Ивано-Франковская обл.)
Украина,380,3739,Сокиряны  (Черновицкая обл.)
Украина,380,5669,Соленое  (Днепропетровская обл.)
Украина,380,4655,Сосница  (Черниговская обл.)
Украина,380,5650,Софиевка  (Днепропетровская обл.)
Украина,380,4639,Сребное  (Черниговская обл.)
Украина,380,4564,Ставище  (Киевская обл.)
Украина,380,6472,Станично-Луганское  (Луганская обл.)
Украина,380,3346,Старая Выжевка  (Волынская обл.)
Украина,380,3850,Старая Синява  (Хмельницкая обл.)
Украина,380,6461,Старобельск  (Луганская обл.)
Украина,380,6253,Старобешево  (Донецкая обл.)
Украина,380,3854,Староконстантинов  (Хмельницкая обл.)
Украина,380,3238,Старый Самбор  (Львовская обл.)
Украина,380,6444,Стаханов  (Луганская обл.)
Украина,380,3735,Сторожинец  (Черновицкая обл.)
Украина,380,432,Стрижавка  (Винницкая обл.)
Украина,380,4634,Талалаевка  (Черниговская обл.)
Украина,380,4731,Тальное  (Черкасская обл.)
Украина,380,4566,Тараща  (Киевская обл.)
Украина,380,4847,Тарутино  (Одесская обл.)
Украина,380,4844,Татарбунары  (Одесская обл.)
Украина,380,6279,Тельманово  (Донецкая обл.)
Украина,380,3844,Теофиполь  (Хмельницкая обл.)
Украина,380,4353,Теплик  (Винницкая обл.)
Украина,380,4850,Теплодар  (Одесская обл.)
Украина,380,5636,Терновка  (Днепропетровская обл.)
Украина,380,4560,Тетиев  (Киевская обл.)
Украина,380,3479,Тлумач  (Ивано-Франковская обл.)
Украина,380,6178,Токмак  (Запорожская обл.)
Украина,380,5668,Томаковка  (Днепропетровская обл.)
Украина,380,4348,Томашполь  (Винницкая обл.)
Украина,380,6254,Торез  (Донецкая обл.)
Украина,380,6456,Троицкое  (Луганская обл.)
Украина,380,4343,Тростянец  (Винницкая обл.)
Украина,380,5458,Тростянец  (Сумская обл.)
Украина,380,3247,Трускавец  (Львовская обл.)
Украина,380,4335,Тульчин  (Винницкая обл.)
Украина,380,4358,Турбов  (Винницкая обл.)
Украина,380,3363,Турийск  (Волынская обл.)
Украина,380,3269,Турка  (Львовская обл.)
Украина,380,4355,Тывров  (Винницкая обл.)
Украина,380,3436,Тысменица  (Ивано-Франковская обл.)
Украина,380,3134,Тячев  (Закарпатская обл.)
Украина,380,6252,Углегорск  (Донецкая обл.)
Украина,380,6273,Угледар  (Донецкая обл.)
Украина,380,3122,Ужгород  (Закарпатская обл.)
Украина,380,4572,Украинка  (Киевская обл.)
Украина,380,5259,Ульяновка  (Кировоградская обл.)
Украина,380,4744,Умань  (Черкасская обл.)
Украина,380,5239,Устиновка  (Кировоградская обл.)
Украина,380,4565,Фастов  (Киевская обл.)
Украина,380,4860,Фрунзовка  (Одесская обл.)
Украина,380,6257,Харцызск  (Донецкая обл.)
Украина,380,57,Харьков  (Харьковская обл.)
Украина,380,552,Херсон  (Херсонская обл.)
Украина,380,4338,Хмельник  (Винницкая обл.)
Украина,380,3822,Хмельницкий  (Хмельницкая обл.)
Украина,380,382,Хмельницкий  (Хмельницкая обл.)
Украина,380,5362,Хорол  (Полтавская обл.)
Украина,380,542,Хотень  (Сумская обл.)
Украина,380,3731,Хотин  (Черновицкая обл.)
Украина,380,4745,Христиновка  (Черкасская обл.)
Украина,380,3142,Хуст  (Закарпатская обл.)
Украина,380,5690,Царичанка  (Днепропетровская обл.)
Украина,380,5542,Цюрупинск  (Херсонская обл.)
Украина,380,5538,Чаплинка  (Херсонская обл.)
Украина,380,3859,Чемеровцы  (Хмельницкая обл.)
Украина,380,4131,Червоноармейск  (Житомирская обл.)
Украина,380,472,Черкассы  (Черкасская обл.)
Украина,380,4622,Чернигов  (Черниговская обл.)
Украина,380,462,Чернигов  (Черниговская обл.)
Украина,380,6140,Черниговка  (Запорожская обл.)
Украина,380,4739,Чернобай  (Черкасская обл.)
Украина,380,4593,Чернобыль  (Киевская обл.)
Украина,380,4357,Черновцы  (Винницкая обл.)
Украина,380,3722,Черновцы  (Черновицкая обл.)
Украина,380,372,Черновцы  (Черновицкая обл.)
Украина,380,5340,Чернухи  (Полтавская обл.)
Украина,380,4134,Черняхов  (Житомирская обл.)
Украина,380,4351,Чечельник  (Винницкая обл.)
Украина,380,4730,Чигирин  (Черкасская обл.)
Украина,380,5557,Чолкино  (Херсонская обл.)
Украина,380,312,Чоп  (Закарпатская обл.)
Украина,380,4133,Чоповица  (Житомирская обл.)
Украина,380,3552,Чортков  (Тернопольская обл.)
Украина,380,4139,Чуднов  (Житомирская обл.)
Украина,380,5347,Чутово  (Полтавская обл.)
Украина,380,4344,Шаргород  (Винницкая обл.)
Украина,380,6255,Шахтерск  (Донецкая обл.)
Украина,380,3355,Шацк  (Волынская обл.)
Украина,380,5751,Шевченково  (Харьковская обл.)
Украина,380,3840,Шепетовка  (Хмельницкая обл.)
Украина,380,5657,Широкое  (Днепропетровская обл.)
Украина,380,4858,Ширяево  (Одесская обл.)
Украина,380,5352,Шишаки  (Полтавская обл.)
Украина,380,5449,Шостка  (Сумская обл.)
Украина,380,4741,Шпола  (Черкасская обл.)
Украина,380,4654,Щорс  (Черниговская обл.)
Украина,380,6139,Энергодар  (Запорожская обл.)
Украина,380,5136,Южноукраинск  (Николаевская обл.)
Украина,380,4842,Южный  (Одесская обл.)
Украина,380,5635,Юрьевка  (Днепропетровская обл.)
Украина,380,4149,Яблунец  (Житомирская обл.)
Украина,380,4575,Яготин  (Киевская обл.)
Украина,380,4336,Ямполь  (Винницкая обл.)
Украина,380,5456,Ямполь  (Сумская обл.)
Украина,380,3841,Ямполь  (Хмельницкая обл.)
Украина,380,3434,Яремча  (Ивано-Франковская обл.)
Украина,380,3853,Ярмолинцы  (Хмельницкая обл.)
Украина,380,6236,Ясиноватая  (Донецкая обл.)
Украина,380,50,Vodafone
Украина,380,63,Lifecell
Украина,380,66,Vodafone
Украина,380,67,Киевстар
Украина,380,68,Киевстар
Украина,380,73,Lifecell
Украина,380,91,ТриМоб
Украина,380,92,PEOPLEnet
Украина,380,93,Lifecell
Украина,380,94,Интертелеком
Украина,380,95,Vodafone
Украина,380,96,Киевстар
Украина,380,97,Киевстар
Украина,380,98,Киевстар
Украина,380,99,Vodafone
