Город,Номера,Оператор,Телефонный код,Код страны
Екатеринбург,343324xxxx,Ростелеком,343,+7
Екатеринбург,343325xxxx,Ростелеком,343,+7
Екатеринбург,3433260xxx,Ростелеком,343,+7
Екатеринбург,3433261xxx,Ростелеком,343,+7
Екатеринбург,3433262xxx,Ростелеком,343,+7
Екатеринбург,3433263xxx,Ростелеком,343,+7
Екатеринбург,343330324x,Ростелеком,343,+7
Екатеринбург,343330325x,Ростелеком,343,+7
Екатеринбург,343330326x,Ростелеком,343,+7
Екатеринбург,343330327x,Ростелеком,343,+7
Екатеринбург,343330328x,Ростелеком,343,+7
Екатеринбург,343330329x,Ростелеком,343,+7
Екатеринбург,34333033xx,Ростелеком,343,+7
Екатеринбург,34333034xx,Ростелеком,343,+7
Екатеринбург,34333035xx,Ростелеком,343,+7
Екатеринбург,34333036xx,Ростелеком,343,+7
Екатеринбург,34333037xx,Ростелеком,343,+7
Екатеринбург,34333038xx,Ростелеком,343,+7
Екатеринбург,34333039xx,Ростелеком,343,+7
Екатеринбург,3433304xxx,Ростелеком,343,+7
Екатеринбург,3433305xxx,Ростелеком,343,+7
Екатеринбург,3433306xxx,Ростелеком,343,+7
Екатеринбург,3433307xxx,Ростелеком,343,+7
Екатеринбург,3433308xxx,Ростелеком,343,+7
Екатеринбург,3433309xxx,Ростелеком,343,+7
Екатеринбург,343331xxxx,Ростелеком,343,+7
Екатеринбург,343332xxxx,Ростелеком,343,+7
Екатеринбург,343333xxxx,Ростелеком,343,+7
Екатеринбург,343334xxxx,Ростелеком,343,+7
Екатеринбург,343335xxxx,Ростелеком,343,+7
Екатеринбург,3433360xxx,Ростелеком,343,+7
Екатеринбург,3433361xxx,Ростелеком,343,+7
Екатеринбург,3433362xxx,Ростелеком,343,+7
Екатеринбург,3433363xxx,Ростелеком,343,+7
Екатеринбург,3433364xxx,Ростелеком,343,+7
Екатеринбург,3433365xxx,Ростелеком,343,+7
Екатеринбург,343352xxxx,Ростелеком,343,+7
Екатеринбург,343353xxxx,Ростелеком,343,+7
Екатеринбург,343354xxxx,Ростелеком,343,+7
Екатеринбург,3433550xxx,Ростелеком,343,+7
Екатеринбург,3433551xxx,Ростелеком,343,+7
Екатеринбург,3433552xxx,Ростелеком,343,+7
Екатеринбург,3433553xxx,Ростелеком,343,+7
Екатеринбург,3433554xxx,Ростелеком,343,+7
Екатеринбург,3433555xxx,Ростелеком,343,+7
Екатеринбург,3433556xxx,Ростелеком,343,+7
Екатеринбург,3433557xxx,Ростелеком,343,+7
Екатеринбург,3433558xxx,Ростелеком,343,+7
Екатеринбург,343366xxxx,Ростелеком,343,+7
Екатеринбург,343367xxxx,Ростелеком,343,+7
Екатеринбург,343368xxxx,Ростелеком,343,+7
Екатеринбург,3433690xxx,Ростелеком,343,+7
Екатеринбург,3433691xxx,Ростелеком,343,+7
Екатеринбург,3433692xxx,Ростелеком,343,+7
Екатеринбург,3433693xxx,Ростелеком,343,+7
Екатеринбург,3433694xxx,Ростелеком,343,+7
Екатеринбург,3433695xxx,Ростелеком,343,+7
Екатеринбург,3433696xxx,Ростелеком,343,+7
Екатеринбург,3433697xxx,Ростелеком,343,+7
Екатеринбург,3433698xxx,Ростелеком,343,+7
Екатеринбург,34339xxxxx,Билайн,343,+7
Екатеринбург,343702xxxx,УЭХК-ТЕЛЕКОМ,343,+7
Екатеринбург,343703xxxx,УЭХК-ТЕЛЕКОМ,343,+7
Екатеринбург,343704xxxx,УЭХК-ТЕЛЕКОМ,343,+7
Екатеринбург,3437050xxx,УЭХК-ТЕЛЕКОМ,343,+7
Екатеринбург,343991xxxx,Ростелеком,343,+7
Екатеринбург,343992xxxx,Ростелеком,343,+7
Екатеринбург,343993xxxx,Ростелеком,343,+7
Екатеринбург,343994xxxx,Ростелеком,343,+7
Екатеринбург,343995xxxx,Ростелеком,343,+7
Екатеринбург,343996xxxx,Ростелеком,343,+7
Екатеринбург,343997xxxx,Ростелеком,343,+7
Екатеринбург,343998xxxx,Ростелеком,343,+7
Екатеринбург,343999xxxx,Ростелеком,343,+7
Нижний Новгород,83120xxxxx,Билайн,831,+7
Нижний Новгород,831221xxxx,Ростелеком,831,+7
Нижний Новгород,831222xxxx,Ростелеком,831,+7
Нижний Новгород,831223xxxx,Ростелеком,831,+7
Нижний Новгород,831224xxxx,Ростелеком,831,+7
Нижний Новгород,831225xxxx,Ростелеком,831,+7
Нижний Новгород,831226xxxx,Ростелеком,831,+7
Нижний Новгород,831227xxxx,Ростелеком,831,+7
Нижний Новгород,8312499xxx,Ростелеком,831,+7
Нижний Новгород,831250xxxx,Ростелеком,831,+7
Нижний Новгород,831251xxxx,Ростелеком,831,+7
Нижний Новгород,831252xxxx,Ростелеком,831,+7
Нижний Новгород,831253xxxx,Ростелеком,831,+7
Нижний Новгород,831254xxxx,Ростелеком,831,+7
Нижний Новгород,831255xxxx,Ростелеком,831,+7
Нижний Новгород,831256xxxx,Ростелеком,831,+7
Нижний Новгород,8312570xxx,Ростелеком,831,+7
Нижний Новгород,8312571xxx,Ростелеком,831,+7
Нижний Новгород,8312572xxx,Ростелеком,831,+7
Нижний Новгород,8312573xxx,Ростелеком,831,+7
Нижний Новгород,8312574xxx,Ростелеком,831,+7
Нижний Новгород,8312575xxx,Ростелеком,831,+7
Нижний Новгород,831268xxxx,Ростелеком,831,+7
Нижний Новгород,831269xxxx,Ростелеком,831,+7
Нижний Новгород,831270xxxx,Ростелеком,831,+7
Нижний Новгород,831271xxxx,Ростелеком,831,+7
Нижний Новгород,8312918xxx,Ростелеком,831,+7
Нижний Новгород,8312919xxx,Ростелеком,831,+7
Нижний Новгород,831292xxxx,Ростелеком,831,+7
Нижний Новгород,831293xxxx,Ростелеком,831,+7
Нижний Новгород,831294xxxx,Ростелеком,831,+7
Нижний Новгород,831295xxxx,Ростелеком,831,+7
Нижний Новгород,8313047xxx,Ростелеком,831,+7
Нижний Новгород,8313048xxx,Ростелеком,831,+7
Нижний Новгород,8313049xxx,Ростелеком,831,+7
Нижний Новгород,831305xxxx,Ростелеком,831,+7
Нижний Новгород,831306xxxx,Ростелеком,831,+7
Нижний Новгород,831307xxxx,Ростелеком,831,+7
Нижний Новгород,831320xxxx,Ростелеком,831,+7
Нижний Новгород,831321xxxx,Ростелеком,831,+7
Нижний Новгород,831322xxxx,Ростелеком,831,+7
Нижний Новгород,8313230xxx,Ростелеком,831,+7
Нижний Новгород,8313231xxx,Ростелеком,831,+7
Нижний Новгород,8313232xxx,Ростелеком,831,+7
Нижний Новгород,83132330xx,Ростелеком,831,+7
Нижний Новгород,83132331xx,Ростелеком,831,+7
Нижний Новгород,83132332xx,Ростелеком,831,+7
Нижний Новгород,83132333xx,Ростелеком,831,+7
Нижний Новгород,83132334xx,Ростелеком,831,+7
Нижний Новгород,831323350x,Ростелеком,831,+7
Нижний Новгород,831323351x,Ростелеком,831,+7
Нижний Новгород,831323352x,Ростелеком,831,+7
Нижний Новгород,831323353x,Ростелеком,831,+7
Нижний Новгород,831323354x,Ростелеком,831,+7
Нижний Новгород,831323355x,Ростелеком,831,+7
Нижний Новгород,831323356x,Ростелеком,831,+7
Нижний Новгород,831323357x,Ростелеком,831,+7
Нижний Новгород,8313233580,Ростелеком,831,+7
Нижний Новгород,8313233581,Ростелеком,831,+7
Нижний Новгород,8313233582,Ростелеком,831,+7
Нижний Новгород,8313233583,Ростелеком,831,+7
Нижний Новгород,831324xxxx,Ростелеком,831,+7
Нижний Новгород,831325xxxx,Ростелеком,831,+7
Нижний Новгород,831326xxxx,Ростелеком,831,+7
Нижний Новгород,831327xxxx,Ростелеком,831,+7
Нижний Новгород,831328xxxx,Ростелеком,831,+7
Нижний Новгород,831329xxxx,Ростелеком,831,+7
Нижний Новгород,83143195xx,Ростелеком,831,+7
Нижний Новгород,83143196xx,Ростелеком,831,+7
Нижний Новгород,83143197xx,Ростелеком,831,+7
Нижний Новгород,83143198xx,Ростелеком,831,+7
Нижний Новгород,83143199xx,Ростелеком,831,+7
Нижний Новгород,831432xxxx,Ростелеком,831,+7
Нижний Новгород,831433xxxx,Ростелеком,831,+7
Нижний Новгород,8314340xxx,Ростелеком,831,+7
Нижний Новгород,8314341xxx,Ростелеком,831,+7
Нижний Новгород,8314342xxx,Ростелеком,831,+7
Нижний Новгород,8314343xxx,Ростелеком,831,+7
Нижний Новгород,8314344xxx,Ростелеком,831,+7
Нижний Новгород,8314345xxx,Ростелеком,831,+7
Нижний Новгород,8314346xxx,Ростелеком,831,+7
Нижний Новгород,8314347xxx,Ростелеком,831,+7
Нижний Новгород,8314348xxx,Ростелеком,831,+7
Нижний Новгород,83143490xx,Ростелеком,831,+7
Нижний Новгород,83143491xx,Ростелеком,831,+7
Нижний Новгород,83143492xx,Ростелеком,831,+7
Нижний Новгород,83143493xx,Ростелеком,831,+7
Нижний Новгород,83143494xx,Ростелеком,831,+7
Нижний Новгород,83143495xx,Ростелеком,831,+7
Нижний Новгород,83143496xx,Ростелеком,831,+7
Нижний Новгород,83143497xx,Ростелеком,831,+7
Нижний Новгород,83143498xx,Ростелеком,831,+7
Нижний Новгород,831434990x,Ростелеком,831,+7
Нижний Новгород,831434991x,Ростелеком,831,+7
Нижний Новгород,8314349920,Ростелеком,831,+7
Нижний Новгород,8314349921,Ростелеком,831,+7
Нижний Новгород,8314349922,Ростелеком,831,+7
Нижний Новгород,8314349923,Ростелеком,831,+7
Нижний Новгород,8314349924,Ростелеком,831,+7
Нижний Новгород,8314349925,Ростелеком,831,+7
Нижний Новгород,8314349926,Ростелеком,831,+7
Нижний Новгород,8314349927,Ростелеком,831,+7
Нижний Новгород,831472xxxx,Ростелеком,831,+7
Нижний Новгород,831473xxxx,Ростелеком,831,+7
Нижний Новгород,831474xxxx,Ростелеком,831,+7
Нижний Новгород,831475xxxx,Ростелеком,831,+7
Нижний Новгород,8314760xxx,Ростелеком,831,+7
Нижний Новгород,8314761xxx,Ростелеком,831,+7
Нижний Новгород,8314762xxx,Ростелеком,831,+7
Нижний Новгород,83147630xx,Ростелеком,831,+7
Нижний Новгород,83147631xx,Ростелеком,831,+7
Нижний Новгород,83147632xx,Ростелеком,831,+7
Нижний Новгород,83147633xx,Ростелеком,831,+7
Нижний Новгород,83147634xx,Ростелеком,831,+7
Нижний Новгород,83147635xx,Ростелеком,831,+7
Нижний Новгород,831476360x,Ростелеком,831,+7
Нижний Новгород,831476361x,Ростелеком,831,+7
Нижний Новгород,831476362x,Ростелеком,831,+7
Нижний Новгород,831476363x,Ростелеком,831,+7
Нижний Новгород,831476364x,Ростелеком,831,+7
Нижний Новгород,831476365x,Ростелеком,831,+7
Нижний Новгород,831476366x,Ростелеком,831,+7
Нижний Новгород,831476367x,Ростелеком,831,+7
Самара,846201xxxx,ЭР-Телеком Холдинг,846,+7
Самара,846202xxxx,ЭР-Телеком Холдинг,846,+7
Самара,846203xxxx,ЭР-Телеком Холдинг,846,+7
Самара,846260xxxx,Ростелеком,846,+7
Самара,846261xxxx,Ростелеком,846,+7
Самара,846262xxxx,Ростелеком,846,+7
Самара,846263xxxx,Ростелеком,846,+7
Самара,8462640xxx,Ростелеком,846,+7
Самара,8462641xxx,Ростелеком,846,+7
Самара,8462642xxx,Ростелеком,846,+7
Самара,8462643xxx,Ростелеком,846,+7
Самара,8462644xxx,Ростелеком,846,+7
Самара,8462645xxx,Ростелеком,846,+7
Самара,8462646xxx,Ростелеком,846,+7
Самара,8462647xxx,Ростелеком,846,+7
Самара,84626480xx,Ростелеком,846,+7
Самара,84626481xx,Ростелеком,846,+7
Самара,84626482xx,Ростелеком,846,+7
Самара,84626483xx,Ростелеком,846,+7
Самара,84626484xx,Ростелеком,846,+7
Самара,84626485xx,Ростелеком,846,+7
Самара,846332xxxx,Ростелеком,846,+7
Самара,846333xxxx,Ростелеком,846,+7
Самара,846334xxxx,Ростелеком,846,+7
Самара,84633500xx,Ростелеком,846,+7
Самара,84633501xx,Ростелеком,846,+7
Самара,84633502xx,Ростелеком,846,+7
Самара,84633503xx,Ростелеком,846,+7
Самара,84633504xx,Ростелеком,846,+7
Самара,846336xxxx,Ростелеком,846,+7
Самара,846337xxxx,Ростелеком,846,+7
Самара,846338xxxx,Ростелеком,846,+7
Самара,84633900xx,Ростелеком,846,+7
Самара,84633901xx,Ростелеком,846,+7
Самара,84633902xx,Ростелеком,846,+7
Самара,84633903xx,Ростелеком,846,+7
Самара,84633904xx,Ростелеком,846,+7
Самара,84633905xx,Ростелеком,846,+7
Самара,846355xxxx,Ростелеком,846,+7
Самара,846356xxxx,Ростелеком,846,+7
Самара,8463570xxx,Ростелеком,846,+7
Самара,8463571xxx,Ростелеком,846,+7
Самара,8463572xxx,Ростелеком,846,+7
Самара,8463573xxx,Ростелеком,846,+7
Самара,8463574xxx,Ростелеком,846,+7
Самара,8463575xxx,Ростелеком,846,+7
Самара,8463576xxx,Ростелеком,846,+7
Самара,8463577xxx,Ростелеком,846,+7
Самара,84691xxxxx,Билайн,846,+7
Самара,846930xxxx,Ростелеком,846,+7
Самара,846931xxxx,Ростелеком,846,+7
Самара,846932xxxx,Ростелеком,846,+7
Самара,846933xxxx,Ростелеком,846,+7
Самара,846951xxxx,Ростелеком,846,+7
Самара,846952xxxx,Ростелеком,846,+7
Самара,846953xxxx,Ростелеком,846,+7
Самара,846954xxxx,Ростелеком,846,+7
Самара,8469550xxx,Ростелеком,846,+7
Самара,8469551xxx,Ростелеком,846,+7
Самара,8469552xxx,Ростелеком,846,+7
Самара,8469554xxx,Ростелеком,846,+7
Самара,8469555xxx,Ростелеком,846,+7
Самара,8469556xxx,Ростелеком,846,+7
Самара,8469557xxx,Ростелеком,846,+7
Самара,8469558xxx,Ростелеком,846,+7
Самара,8469559xxx,Ростелеком,846,+7
Самара,846956xxxx,Ростелеком,846,+7
Самара,846957xxxx,Ростелеком,846,+7
Самара,846958xxxx,Ростелеком,846,+7
Самара,846959xxxx,Ростелеком,846,+7
Самара,846989xxxx,МегаФон,846,+7
Самара,846990xxxx,МегаФон,846,+7
Самара,8469910xxx,МегаФон,846,+7
Самара,8469911xxx,МегаФон,846,+7
Самара,8469912xxx,МегаФон,846,+7
Самара,8469913xxx,МегаФон,846,+7
Самара,8469914xxx,МегаФон,846,+7
Казань,843246xxxx,Tele2,843,+7
Казань,843247xxxx,Tele2,843,+7
Казань,843248xxxx,Tele2,843,+7
Казань,843258xxxx,Билайн,843,+7
Казань,843259xxxx,Билайн,843,+7
Казань,843260xxxx,Билайн,843,+7
Казань,843262069x,Таттелеком,843,+7
Казань,84326207xx,Таттелеком,843,+7
Казань,84326208xx,Таттелеком,843,+7
Казань,84326209xx,Таттелеком,843,+7
Казань,8432621xxx,Таттелеком,843,+7
Казань,8432622xxx,Таттелеком,843,+7
Казань,8432623xxx,Таттелеком,843,+7
Казань,8432624xxx,Таттелеком,843,+7
Казань,8432625xxx,Таттелеком,843,+7
Казань,8432626xxx,Таттелеком,843,+7
Казань,8432627xxx,Таттелеком,843,+7
Казань,8432628xxx,Таттелеком,843,+7
Казань,8432629xxx,Таттелеком,843,+7
Казань,843263xxxx,Таттелеком,843,+7
Казань,8432640xxx,Таттелеком,843,+7
Казань,8432641xxx,Таттелеком,843,+7
Казань,8432642xxx,Таттелеком,843,+7
Казань,8432643xxx,Таттелеком,843,+7
Казань,8432644xxx,Таттелеком,843,+7
Казань,8432645xxx,Таттелеком,843,+7
Казань,8432646xxx,Таттелеком,843,+7
Казань,84326470xx,Таттелеком,843,+7
Казань,8432647100,Таттелеком,843,+7
Казань,8432647101,Таттелеком,843,+7
Казань,8432728453,Таттелеком,843,+7
Казань,8432728454,Таттелеком,843,+7
Казань,8432728455,Таттелеком,843,+7
Казань,8432728456,Таттелеком,843,+7
Казань,8432728457,Таттелеком,843,+7
Казань,8432728458,Таттелеком,843,+7
Казань,8432728459,Таттелеком,843,+7
Казань,843272846x,Таттелеком,843,+7
Казань,843272847x,Таттелеком,843,+7
Казань,843272848x,Таттелеком,843,+7
Казань,843272849x,Таттелеком,843,+7
Казань,84327285xx,Таттелеком,843,+7
Казань,84327286xx,Таттелеком,843,+7
Казань,84327287xx,Таттелеком,843,+7
Казань,84327288xx,Таттелеком,843,+7
Казань,84327289xx,Таттелеком,843,+7
Казань,8432729xxx,Таттелеком,843,+7
Казань,843273xxxx,Таттелеком,843,+7
Казань,843274xxxx,Таттелеком,843,+7
Казань,8432750xxx,Таттелеком,843,+7
Казань,8432751xxx,Таттелеком,843,+7
Казань,8432752xxx,Таттелеком,843,+7
Казань,8432753xxx,Таттелеком,843,+7
Казань,8432754xxx,Таттелеком,843,+7
Казань,8432755xxx,Таттелеком,843,+7
Казань,8432756xxx,Таттелеком,843,+7
Казань,8432757xxx,Таттелеком,843,+7
Казань,84327580xx,Таттелеком,843,+7
Казань,84327581xx,Таттелеком,843,+7
Казань,84327582xx,Таттелеком,843,+7
Казань,84327583xx,Таттелеком,843,+7
Казань,84327584xx,Таттелеком,843,+7
Казань,84327585xx,Таттелеком,843,+7
Казань,843275860x,Таттелеком,843,+7
Казань,843275861x,Таттелеком,843,+7
Казань,843275862x,Таттелеком,843,+7
Казань,843275863x,Таттелеком,843,+7
Казань,843275864x,Таттелеком,843,+7
Казань,8432758650,Таттелеком,843,+7
Казань,8432758651,Таттелеком,843,+7
Казань,843276xxxx,МТС,843,+7
Казань,843277xxxx,МТС,843,+7
Казань,843278xxxx,МТС,843,+7
Казань,843510xxxx,Ростелеком,843,+7
Казань,843511xxxx,Ростелеком,843,+7
Казань,843512xxxx,Ростелеком,843,+7
Казань,8435130xxx,Ростелеком,843,+7
Казань,84351310xx,Ростелеком,843,+7
Казань,84351311xx,Ростелеком,843,+7
Казань,8435134xxx,Ростелеком,843,+7
Казань,8435135xxx,Ростелеком,843,+7
Казань,8435136xxx,Ростелеком,843,+7
Казань,8435137xxx,Ростелеком,843,+7
Казань,8435138xxx,Ростелеком,843,+7
Казань,8435139xxx,Ростелеком,843,+7
Казань,843514xxxx,Ростелеком,843,+7
Казань,843515xxxx,Ростелеком,843,+7
Казань,843516xxxx,Ростелеком,843,+7
Казань,843517xxxx,Ростелеком,843,+7
Казань,843518xxxx,Ростелеком,843,+7
Казань,8435190xxx,Ростелеком,843,+7
Казань,8435191xxx,Ростелеком,843,+7
Казань,84351920xx,Ростелеком,843,+7
Казань,84351921xx,Ростелеком,843,+7
Казань,84351922xx,Ростелеком,843,+7
Казань,84351923xx,Ростелеком,843,+7
Казань,84351924xx,Ростелеком,843,+7
Казань,84351925xx,Ростелеком,843,+7
Казань,84351926xx,Ростелеком,843,+7
Казань,84351927xx,Ростелеком,843,+7
Казань,84351928xx,Ростелеком,843,+7
Казань,843520xxxx,Таттелеком,843,+7
Казань,843521xxxx,Таттелеком,843,+7
Казань,843522xxxx,Таттелеком,843,+7
Казань,843523xxxx,Таттелеком,843,+7
Казань,843543xxxx,Таттелеком,843,+7
Казань,843544xxxx,Таттелеком,843,+7
Казань,843545xxxx,Таттелеком,843,+7
Казань,8435610171,Таттелеком,843,+7
Казань,8435610172,Таттелеком,843,+7
Казань,8435610173,Таттелеком,843,+7
Казань,8435610174,Таттелеком,843,+7
Казань,8435610175,Таттелеком,843,+7
Казань,8435610176,Таттелеком,843,+7
Казань,8435610177,Таттелеком,843,+7
Казань,8435610178,Таттелеком,843,+7
Казань,8435610179,Таттелеком,843,+7
Казань,843561018x,Таттелеком,843,+7
Казань,843561019x,Таттелеком,843,+7
Казань,84356102xx,Таттелеком,843,+7
Казань,84356103xx,Таттелеком,843,+7
Казань,84356104xx,Таттелеком,843,+7
Казань,84356105xx,Таттелеком,843,+7
Казань,84356106xx,Таттелеком,843,+7
Казань,84356107xx,Таттелеком,843,+7
Казань,84356108xx,Таттелеком,843,+7
Казань,84356109xx,Таттелеком,843,+7
Казань,8435611xxx,Таттелеком,843,+7
Казань,8435612xxx,Таттелеком,843,+7
Казань,8435613xxx,Таттелеком,843,+7
Казань,8435614xxx,Таттелеком,843,+7
Казань,8435615xxx,Таттелеком,843,+7
Казань,8435616xxx,Таттелеком,843,+7
Казань,8435617xxx,Таттелеком,843,+7
Казань,8435618xxx,Таттелеком,843,+7
Казань,8435619xxx,Таттелеком,843,+7
Казань,843562xxxx,Таттелеком,843,+7
Казань,843563xxxx,Таттелеком,843,+7
Казань,8435640xxx,Таттелеком,843,+7
Казань,8435641xxx,Таттелеком,843,+7
Казань,8435642xxx,Таттелеком,843,+7
Казань,8435643xxx,Таттелеком,843,+7
Казань,8435644xxx,Таттелеком,843,+7
Казань,8435645xxx,Таттелеком,843,+7
Казань,8435646xxx,Таттелеком,843,+7
Казань,8435647xxx,Таттелеком,843,+7
Казань,84356480xx,Таттелеком,843,+7
Казань,84356481xx,Таттелеком,843,+7
Казань,84356482xx,Таттелеком,843,+7
Казань,84356483xx,Таттелеком,843,+7
Казань,84356484xx,Таттелеком,843,+7
Казань,84356485xx,Таттелеком,843,+7
Казань,84356486xx,Таттелеком,843,+7
Казань,84356487xx,Таттелеком,843,+7
Казань,8435648800,Таттелеком,843,+7
Казань,8435648801,Таттелеком,843,+7
Казань,8435648802,Таттелеком,843,+7
Казань,8435648803,Таттелеком,843,+7
Казань,8435648804,Таттелеком,843,+7
Казань,8435648805,Таттелеком,843,+7
Казань,8435648806,Таттелеком,843,+7
Казань,8435648807,Таттелеком,843,+7
Омск,381222xxxx,Ростелеком,381,+7
Омск,381223xxxx,Ростелеком,381,+7
Омск,381224xxxx,Ростелеком,381,+7
Омск,381225xxxx,Ростелеком,381,+7
Омск,381226xxxx,Ростелеком,381,+7
Омск,3812270xxx,Ростелеком,381,+7
Омск,3812271xxx,Ростелеком,381,+7
Омск,381231xxxx,Ростелеком,381,+7
Омск,381232xxxx,Ростелеком,381,+7
Омск,381241xxxx,Ростелеком,381,+7
Омск,381242xxxx,Ростелеком,381,+7
Омск,3812430xxx,Ростелеком,381,+7
Омск,3812431xxx,Ростелеком,381,+7
Омск,38124320xx,Ростелеком,381,+7
Омск,381243210x,Ростелеком,381,+7
Омск,381243211x,Ростелеком,381,+7
Омск,381243212x,Ростелеком,381,+7
Омск,381243213x,Ростелеком,381,+7
Омск,381243214x,Ростелеком,381,+7
Омск,381243215x,Ростелеком,381,+7
Омск,3812432160,Ростелеком,381,+7
Омск,3812432161,Ростелеком,381,+7
Омск,3812432162,Ростелеком,381,+7
Омск,3812432163,Ростелеком,381,+7
Омск,3812432164,Ростелеком,381,+7
Омск,3812432165,Ростелеком,381,+7
Омск,3812432166,Ростелеком,381,+7
Омск,3812432167,Ростелеком,381,+7
Омск,381245xxxx,Ростелеком,381,+7
Омск,381246xxxx,Ростелеком,381,+7
Омск,381247xxxx,Tele2,381,+7
Омск,381248xxxx,Tele2,381,+7
Омск,381249xxxx,Tele2,381,+7
Омск,381250xxxx,Tele2,381,+7
Омск,381252xxxx,Ростелеком,381,+7
Омск,381253xxxx,Ростелеком,381,+7
Омск,381254xxxx,Ростелеком,381,+7
Омск,381255xxxx,Ростелеком,381,+7
Омск,381256xxxx,Ростелеком,381,+7
Омск,381257xxxx,Ростелеком,381,+7
Омск,3812580xxx,Ростелеком,381,+7
Омск,3812581xxx,Ростелеком,381,+7
Омск,381260xxxx,Ростелеком,381,+7
Омск,381261xxxx,Ростелеком,381,+7
Омск,381262xxxx,Ростелеком,381,+7
Омск,3812630xxx,Ростелеком,381,+7
Омск,3812631xxx,Ростелеком,381,+7
Омск,38126320xx,Ростелеком,381,+7
Омск,38126321xx,Ростелеком,381,+7
Омск,38126322xx,Ростелеком,381,+7
Омск,38126323xx,Ростелеком,381,+7
Омск,38126324xx,Ростелеком,381,+7
Омск,38126325xx,Ростелеком,381,+7
Омск,38126326xx,Ростелеком,381,+7
Омск,38126327xx,Ростелеком,381,+7
Омск,381264xxxx,Ростелеком,381,+7
Омск,381265xxxx,Ростелеком,381,+7
Омск,381270xxxx,Ростелеком,381,+7
Омск,381271xxxx,Ростелеком,381,+7
Омск,381272xxxx,Ростелеком,381,+7
Омск,3812730xxx,Ростелеком,381,+7
Омск,3812731xxx,Ростелеком,381,+7
Омск,3812732xxx,Ростелеком,381,+7
Омск,3812733xxx,Ростелеком,381,+7
Омск,38127340xx,Ростелеком,381,+7
Омск,38127341xx,Ростелеком,381,+7
Омск,38127342xx,Ростелеком,381,+7
Омск,38127343xx,Ростелеком,381,+7
