Город,Номера,Оператор,Телефонный код,Код страны
Омск,38127344xx,Ростелеком,381,+7
Омск,38127345xx,Ростелеком,381,+7
Омск,3812738xxx,Ростелеком,381,+7
Омск,3812739xxx,Ростелеком,381,+7
Омск,381274xxxx,Ростелеком,381,+7
Омск,381275xxxx,Ростелеком,381,+7
Омск,381276xxxx,Ростелеком,381,+7
Омск,38127700xx,Ростелеком,381,+7
Омск,38127701xx,Ростелеком,381,+7
Омск,38127702xx,Ростелеком,381,+7
Омск,38127703xx,Ростелеком,381,+7
Омск,38127704xx,Ростелеком,381,+7
Челябинск,351251xxxx,Ростелеком,351,+7
Челябинск,351252xxxx,Ростелеком,351,+7
Челябинск,351253xxxx,Ростелеком,351,+7
Челябинск,351254xxxx,Ростелеком,351,+7
Челябинск,3512550xxx,Ростелеком,351,+7
Челябинск,3512551xxx,Ростелеком,351,+7
Челябинск,3512552xxx,Ростелеком,351,+7
Челябинск,3512553xxx,Ростелеком,351,+7
Челябинск,3512554xxx,Ростелеком,351,+7
Челябинск,35125977xx,Ростелеком,351,+7
Челябинск,35125978xx,Ростелеком,351,+7
Челябинск,35125979xx,Ростелеком,351,+7
Челябинск,3512598xxx,Ростелеком,351,+7
Челябинск,3512599xxx,Ростелеком,351,+7
Челябинск,351260xxxx,Ростелеком,351,+7
Челябинск,351261xxxx,Ростелеком,351,+7
Челябинск,351262xxxx,Ростелеком,351,+7
Челябинск,351263xxxx,Ростелеком,351,+7
Челябинск,351264xxxx,Ростелеком,351,+7
Челябинск,351265xxxx,Ростелеком,351,+7
Челябинск,351266xxxx,Ростелеком,351,+7
Челябинск,3512670xxx,Ростелеком,351,+7
Челябинск,35126710xx,Ростелеком,351,+7
Челябинск,35126711xx,Ростелеком,351,+7
Челябинск,35126712xx,Ростелеком,351,+7
Челябинск,35126713xx,Ростелеком,351,+7
Челябинск,35126714xx,Ростелеком,351,+7
Челябинск,35126715xx,Ростелеком,351,+7
Челябинск,35126716xx,Ростелеком,351,+7
Челябинск,35126717xx,Ростелеком,351,+7
Челябинск,351280xxxx,Ростелеком,351,+7
Челябинск,351281xxxx,Ростелеком,351,+7
Челябинск,351282xxxx,Ростелеком,351,+7
Челябинск,351283xxxx,Ростелеком,351,+7
Челябинск,351352xxxx,Ростелеком,351,+7
Челябинск,351353xxxx,Ростелеком,351,+7
Челябинск,351354xxxx,Ростелеком,351,+7
Челябинск,351355xxxx,Ростелеком,351,+7
Челябинск,3513560xxx,Ростелеком,351,+7
Челябинск,35135610xx,Ростелеком,351,+7
Челябинск,35135611xx,Ростелеком,351,+7
Челябинск,35135612xx,Ростелеком,351,+7
Челябинск,35135613xx,Ростелеком,351,+7
Челябинск,35135614xx,Ростелеком,351,+7
Челябинск,35135615xx,Ростелеком,351,+7
Челябинск,35135616xx,Ростелеком,351,+7
Челябинск,35135617xx,Ростелеком,351,+7
Челябинск,351733xxxx,Ростелеком,351,+7
Челябинск,351734xxxx,Ростелеком,351,+7
Челябинск,351735xxxx,Ростелеком,351,+7
Челябинск,351736xxxx,Ростелеком,351,+7
Челябинск,351737xxxx,Ростелеком,351,+7
Челябинск,351772xxxx,Ростелеком,351,+7
Челябинск,351773xxxx,Ростелеком,351,+7
Челябинск,351774xxxx,Ростелеком,351,+7
Челябинск,351775xxxx,Ростелеком,351,+7
Челябинск,351790xxxx,Ростелеком,351,+7
Челябинск,351791xxxx,Ростелеком,351,+7
Челябинск,351792xxxx,Ростелеком,351,+7
Челябинск,351793xxxx,Ростелеком,351,+7
Челябинск,351794xxxx,Ростелеком,351,+7
Челябинск,35190xxxxx,Tele2,351,+7
Челябинск,351920xxxx,Ростелеком,351,+7
Челябинск,351921xxxx,Ростелеком,351,+7
Челябинск,351922xxxx,Ростелеком,351,+7
Челябинск,351923xxxx,Ростелеком,351,+7
Челябинск,35192998xx,Ростелеком,351,+7
Челябинск,35192999xx,Ростелеком,351,+7
Челябинск,351930xxxx,Ростелеком,351,+7
Челябинск,351931xxxx,Ростелеком,351,+7
Челябинск,351932xxxx,Ростелеком,351,+7
Челябинск,351933xxxx,Ростелеком,351,+7
Челябинск,351934xxxx,Ростелеком,351,+7
Челябинск,351935xxxx,Ростелеком,351,+7
Челябинск,3519360xxx,Ростелеком,351,+7
Челябинск,3519361xxx,Ростелеком,351,+7
Челябинск,3519362xxx,Ростелеком,351,+7
Челябинск,3519363xxx,Ростелеком,351,+7
Ростов-на-Дону,863210xxxx,Ростелеком,863,+7
Ростов-на-Дону,863211xxxx,Ростелеком,863,+7
Ростов-на-Дону,863212xxxx,Ростелеком,863,+7
Ростов-на-Дону,863213xxxx,Ростелеком,863,+7
Ростов-на-Дону,863214xxxx,Ростелеком,863,+7
Ростов-на-Дону,863215xxxx,Ростелеком,863,+7
Ростов-на-Дону,863216xxxx,Ростелеком,863,+7
Ростов-на-Дону,863217xxxx,Ростелеком,863,+7
Ростов-на-Дону,863231xxxx,Ростелеком,863,+7
Ростов-на-Дону,863232xxxx,Ростелеком,863,+7
Ростов-на-Дону,863233xxxx,Ростелеком,863,+7
Ростов-на-Дону,863234xxxx,Ростелеком,863,+7
Ростов-на-Дону,863235xxxx,Ростелеком,863,+7
Ростов-на-Дону,863242xxxx,Ростелеком,863,+7
Ростов-на-Дону,863243xxxx,Ростелеком,863,+7
Ростов-на-Дону,863244xxxx,Ростелеком,863,+7
Ростов-на-Дону,863245xxxx,Ростелеком,863,+7
Ростов-на-Дону,8632465xxx,Ростелеком,863,+7
Ростов-на-Дону,8632466xxx,Ростелеком,863,+7
Ростов-на-Дону,8632467xxx,Ростелеком,863,+7
Ростов-на-Дону,8632468xxx,Ростелеком,863,+7
Ростов-на-Дону,8632469xxx,Ростелеком,863,+7
Ростов-на-Дону,863247xxxx,Ростелеком,863,+7
Ростов-на-Дону,863248xxxx,Ростелеком,863,+7
Ростов-на-Дону,8632490xxx,Ростелеком,863,+7
Ростов-на-Дону,8632491xxx,Ростелеком,863,+7
Ростов-на-Дону,8632492xxx,Ростелеком,863,+7
Ростов-на-Дону,8632493xxx,Ростелеком,863,+7
Ростов-на-Дону,8632494xxx,Ростелеком,863,+7
Ростов-на-Дону,8632495xxx,Ростелеком,863,+7
Ростов-на-Дону,8632496xxx,Ростелеком,863,+7
Ростов-на-Дону,8632497xxx,Ростелеком,863,+7
Ростов-на-Дону,8632498xxx,Ростелеком,863,+7
Ростов-на-Дону,863251xxxx,Ростелеком,863,+7
Ростов-на-Дону,863252xxxx,Ростелеком,863,+7
Ростов-на-Дону,863253xxxx,Ростелеком,863,+7
Ростов-на-Дону,863254xxxx,Ростелеком,863,+7
Ростов-на-Дону,863283xxxx,Ростелеком,863,+7
Ростов-на-Дону,863284xxxx,Ростелеком,863,+7
Ростов-на-Дону,863285xxxx,Ростелеком,863,+7
Ростов-на-Дону,863286xxxx,Ростелеком,863,+7
Ростов-на-Дону,863287xxxx,Ростелеком,863,+7
Ростов-на-Дону,863288xxxx,Ростелеком,863,+7
Ростов-на-Дону,863289xxxx,Ростелеком,863,+7
Ростов-на-Дону,863290xxxx,МТС,863,+7
Ростов-на-Дону,863291xxxx,МТС,863,+7
Ростов-на-Дону,863292xxxx,МТС,863,+7
Ростов-на-Дону,863297xxxx,МТС,863,+7
Ростов-на-Дону,863298xxxx,МТС,863,+7
Ростов-на-Дону,863299xxxx,МТС,863,+7
Ростов-на-Дону,863300xxxx,МТС,863,+7
Ростов-на-Дону,863460xxxx,Ростелеком,863,+7
Ростов-на-Дону,863461xxxx,Ростелеком,863,+7
Ростов-на-Дону,863462xxxx,Ростелеком,863,+7
Ростов-на-Дону,863925xxxx,Ростелеком,863,+7
Ростов-на-Дону,863926xxxx,Ростелеком,863,+7
Ростов-на-Дону,863927xxxx,Ростелеком,863,+7
Уфа,347217xxxx,Башинформсвязь,347,+7
Уфа,347218xxxx,Башинформсвязь,347,+7
Уфа,347219xxxx,Башинформсвязь,347,+7
Уфа,3472299002,Башинформсвязь,347,+7
Уфа,3472299003,Башинформсвязь,347,+7
Уфа,3472299004,Башинформсвязь,347,+7
Уфа,3472299005,Башинформсвязь,347,+7
Уфа,3472299006,Башинформсвязь,347,+7
Уфа,3472299007,Башинформсвязь,347,+7
Уфа,3472299008,Башинформсвязь,347,+7
Уфа,3472299009,Башинформсвязь,347,+7
Уфа,347229901x,Башинформсвязь,347,+7
Уфа,347229902x,Башинформсвязь,347,+7
Уфа,347229903x,Башинформсвязь,347,+7
Уфа,347229904x,Башинформсвязь,347,+7
Уфа,347229905x,Башинформсвязь,347,+7
Уфа,347229906x,Башинформсвязь,347,+7
Уфа,347229907x,Башинформсвязь,347,+7
Уфа,347229908x,Башинформсвязь,347,+7
Уфа,347229909x,Башинформсвязь,347,+7
Уфа,34722991xx,Башинформсвязь,347,+7
Уфа,34722992xx,Башинформсвязь,347,+7
Уфа,34722993xx,Башинформсвязь,347,+7
Уфа,34722994xx,Башинформсвязь,347,+7
Уфа,34722995xx,Башинформсвязь,347,+7
Уфа,34722996xx,Башинформсвязь,347,+7
Уфа,34722997xx,Башинформсвязь,347,+7
Уфа,34722998xx,Башинформсвязь,347,+7
Уфа,34722999xx,Башинформсвязь,347,+7
Уфа,347230xxxx,Башинформсвязь,347,+7
Уфа,347231xxxx,Башинформсвязь,347,+7
Уфа,347232xxxx,Башинформсвязь,347,+7
Уфа,347233xxxx,Башинформсвязь,347,+7
Уфа,347234xxxx,Башинформсвязь,347,+7
Уфа,3472350xxx,Башинформсвязь,347,+7
Уфа,3472351xxx,Башинформсвязь,347,+7
Уфа,3472352xxx,Башинформсвязь,347,+7
Уфа,3472353xxx,Башинформсвязь,347,+7
Уфа,3472354xxx,Башинформсвязь,347,+7
Уфа,3472355xxx,Башинформсвязь,347,+7
Уфа,34723560xx,Башинформсвязь,347,+7
Уфа,34723561xx,Башинформсвязь,347,+7
Уфа,34723562xx,Башинформсвязь,347,+7
Уфа,34723563xx,Башинформсвязь,347,+7
Уфа,34723564xx,Башинформсвязь,347,+7
Уфа,34723565xx,Башинформсвязь,347,+7
Уфа,34723566xx,Башинформсвязь,347,+7
Уфа,34723567xx,Башинформсвязь,347,+7
Уфа,347235680x,Башинформсвязь,347,+7
Уфа,3472356810,Башинформсвязь,347,+7
Уфа,3472356811,Башинформсвязь,347,+7
Уфа,3472356812,Башинформсвязь,347,+7
Уфа,3472356813,Башинформсвязь,347,+7
Уфа,3472356814,Башинформсвязь,347,+7
Уфа,3472374801,Башинформсвязь,347,+7
Уфа,3472374802,Башинформсвязь,347,+7
Уфа,3472374803,Башинформсвязь,347,+7
Уфа,3472374804,Башинформсвязь,347,+7
Уфа,3472374805,Башинформсвязь,347,+7
Уфа,3472374806,Башинформсвязь,347,+7
Уфа,3472374807,Башинформсвязь,347,+7
Уфа,3472374808,Башинформсвязь,347,+7
Уфа,3472374809,Башинформсвязь,347,+7
Уфа,347237481x,Башинформсвязь,347,+7
Уфа,347237482x,Башинформсвязь,347,+7
Уфа,347237483x,Башинформсвязь,347,+7
Уфа,347237484x,Башинформсвязь,347,+7
Уфа,347237485x,Башинформсвязь,347,+7
Уфа,347237486x,Башинформсвязь,347,+7
Уфа,347237487x,Башинформсвязь,347,+7
Уфа,347237488x,Башинформсвязь,347,+7
Уфа,347237489x,Башинформсвязь,347,+7
Уфа,34723749xx,Башинформсвязь,347,+7
Уфа,3472375xxx,Башинформсвязь,347,+7
Уфа,3472376xxx,Башинформсвязь,347,+7
Уфа,3472377xxx,Башинформсвязь,347,+7
Уфа,3472378xxx,Башинформсвязь,347,+7
Уфа,3472379xxx,Башинформсвязь,347,+7
Уфа,347238xxxx,Башинформсвязь,347,+7
Уфа,347239xxxx,Башинформсвязь,347,+7
Уфа,347240xxxx,Башинформсвязь,347,+7
Уфа,3472410xxx,Башинформсвязь,347,+7
Уфа,3472411xxx,Башинформсвязь,347,+7
Уфа,34724120xx,Башинформсвязь,347,+7
Уфа,34724121xx,Башинформсвязь,347,+7
Уфа,34724122xx,Башинформсвязь,347,+7
Уфа,34724123xx,Башинформсвязь,347,+7
Уфа,34724124xx,Башинформсвязь,347,+7
Уфа,34724125xx,Башинформсвязь,347,+7
Уфа,34724126xx,Башинформсвязь,347,+7
Уфа,34724127xx,Башинформсвязь,347,+7
Уфа,34724128xx,Башинформсвязь,347,+7
Уфа,347241290x,Башинформсвязь,347,+7
Уфа,347241291x,Башинформсвязь,347,+7
Уфа,347241292x,Башинформсвязь,347,+7
Уфа,347241293x,Башинформсвязь,347,+7
Уфа,347241294x,Башинформсвязь,347,+7
Уфа,347241295x,Башинформсвязь,347,+7
Уфа,347241296x,Башинформсвязь,347,+7
Уфа,3472412970,Башинформсвязь,347,+7
Уфа,3472412971,Башинформсвязь,347,+7
Уфа,3472412972,Башинформсвязь,347,+7
Уфа,3472412973,Башинформсвязь,347,+7
Уфа,3472412974,Башинформсвязь,347,+7
Уфа,3472412975,Башинформсвязь,347,+7
Уфа,3472412977,Башинформсвязь,347,+7
Уфа,3472412978,Башинформсвязь,347,+7
Уфа,3472412979,Башинформсвязь,347,+7
Уфа,347241298x,Башинформсвязь,347,+7
Уфа,347241299x,Башинформсвязь,347,+7
Уфа,3472413xxx,Башинформсвязь,347,+7
Уфа,3472414xxx,Башинформсвязь,347,+7
Уфа,3472415xxx,Башинформсвязь,347,+7
Уфа,3472416xxx,Башинформсвязь,347,+7
Уфа,3472417xxx,Башинформсвязь,347,+7
Уфа,3472418xxx,Башинформсвязь,347,+7
Уфа,3472419xxx,Башинформсвязь,347,+7
Уфа,347242xxxx,Башинформсвязь,347,+7
Уфа,347243xxxx,Башинформсвязь,347,+7
Уфа,347244xxxx,Башинформсвязь,347,+7
Уфа,3472450xxx,Башинформсвязь,347,+7
Уфа,3472451xxx,Башинформсвязь,347,+7
Уфа,3472452xxx,Башинформсвязь,347,+7
Уфа,3472453xxx,Башинформсвязь,347,+7
Уфа,3472454xxx,Башинформсвязь,347,+7
Уфа,3472455xxx,Башинформсвязь,347,+7
Уфа,3472456xxx,Башинформсвязь,347,+7
Уфа,3472457xxx,Башинформсвязь,347,+7
Уфа,3472458xxx,Башинформсвязь,347,+7
Уфа,34724590xx,Башинформсвязь,347,+7
Уфа,34724591xx,Башинформсвязь,347,+7
Уфа,34724592xx,Башинформсвязь,347,+7
Уфа,34724593xx,Башинформсвязь,347,+7
Уфа,34724594xx,Башинформсвязь,347,+7
Уфа,34724595xx,Башинформсвязь,347,+7
Уфа,34724596xx,Башинформсвязь,347,+7
Уфа,34724597xx,Башинформсвязь,347,+7
Уфа,34724598xx,Башинформсвязь,347,+7
Уфа,347245990x,Башинформсвязь,347,+7
Уфа,347245991x,Башинформсвязь,347,+7
Уфа,347245992x,Башинформсвязь,347,+7
Уфа,347245993x,Башинформсвязь,347,+7
Уфа,347245994x,Башинформсвязь,347,+7
Уфа,347245995x,Башинформсвязь,347,+7
Уфа,347245996x,Башинформсвязь,347,+7
Уфа,347245997x,Башинформсвязь,347,+7
Уфа,347245998x,Башинформсвязь,347,+7
Уфа,3472459990,Башинформсвязь,347,+7
Уфа,3472459991,Башинформсвязь,347,+7
Уфа,3472459992,Башинформсвязь,347,+7
Уфа,3472459993,Башинформсвязь,347,+7
Уфа,3472459994,Башинформсвязь,347,+7
Уфа,3472459995,Башинформсвязь,347,+7
Уфа,3472459996,Башинформсвязь,347,+7
Уфа,3472459997,Башинформсвязь,347,+7
Уфа,3472459998,Башинформсвязь,347,+7
Уфа,3472459999,Башинформсвязь,347,+7
Уфа,347247xxxx,Башинформсвязь,347,+7
Уфа,347248xxxx,Башинформсвязь,347,+7
Уфа,347259xxxx,Башинформсвязь,347,+7
Уфа,347260xxxx,Башинформсвязь,347,+7
Уфа,3472610xxx,Башинформсвязь,347,+7
Уфа,3472611xxx,Башинформсвязь,347,+7
Уфа,347261200x,Башинформсвязь,347,+7
Уфа,347261201x,Башинформсвязь,347,+7
Уфа,347261202x,Башинформсвязь,347,+7
Уфа,347261203x,Башинформсвязь,347,+7
Уфа,347261204x,Башинформсвязь,347,+7
Уфа,347261205x,Башинформсвязь,347,+7
Уфа,347261206x,Башинформсвязь,347,+7
Уфа,347261207x,Башинформсвязь,347,+7
Уфа,347279999x,Башинформсвязь,347,+7
Уфа,347280xxxx,Башинформсвязь,347,+7
Уфа,347281xxxx,Башинформсвязь,347,+7
Уфа,347282xxxx,Башинформсвязь,347,+7
Уфа,347283xxxx,Башинформсвязь,347,+7
Уфа,347284xxxx,Башинформсвязь,347,+7
Уфа,347285xxxx,Уфанет,347,+7
Уфа,347286xxxx,Уфанет,347,+7
Уфа,347287xxxx,Уфанет,347,+7
Уфа,3472959999,МТС,347,+7
Уфа,347296xxxx,МТС,347,+7
Уфа,3472970xxx,МТС,347,+7
Уфа,3472971xxx,МТС,347,+7
Уфа,3472972xxx,МТС,347,+7
Уфа,3472973xxx,МТС,347,+7
Уфа,3472974xxx,МТС,347,+7
Уфа,3472975xxx,МТС,347,+7
Уфа,3472976xxx,МТС,347,+7
Уфа,3472977xxx,МТС,347,+7
Уфа,3472978xxx,МТС,347,+7
Уфа,34729790xx,МТС,347,+7
Уфа,34729791xx,МТС,347,+7
Уфа,34729792xx,МТС,347,+7
Уфа,34729793xx,МТС,347,+7
Уфа,34729794xx,МТС,347,+7
Уфа,34729795xx,МТС,347,+7
Уфа,34729796xx,МТС,347,+7
Уфа,34729797xx,МТС,347,+7
Уфа,34729798xx,МТС,347,+7
Уфа,347297990x,МТС,347,+7
Уфа,347297991x,МТС,347,+7
Уфа,347297992x,МТС,347,+7
Уфа,347297993x,МТС,347,+7
Уфа,347297994x,МТС,347,+7
Уфа,347297995x,МТС,347,+7
Уфа,347297996x,МТС,347,+7
Уфа,347297997x,МТС,347,+7
Уфа,347297998x,МТС,347,+7
Уфа,3472979990,МТС,347,+7
Уфа,3472979991,МТС,347,+7
Уфа,3472979992,МТС,347,+7
Уфа,3472979993,МТС,347,+7
Уфа,3472979994,МТС,347,+7
Уфа,3472979995,МТС,347,+7
Уфа,3472979996,МТС,347,+7
Уфа,3472979997,МТС,347,+7
Уфа,3472979998,МТС,347,+7
Уфа,3472979999,МТС,347,+7
Уфа,347298xxxx,Билайн,347,+7
Уфа,347299xxxx,Билайн,347,+7
Пермь,342221xxxx,Ростелеком,342,+7
Пермь,342222xxxx,Ростелеком,342,+7
Пермь,342223xxxx,Ростелеком,342,+7
Пермь,342224xxxx,Ростелеком,342,+7
Пермь,3422277xxx,Ростелеком,342,+7
Пермь,3422278xxx,Ростелеком,342,+7
Пермь,3422279xxx,Ростелеком,342,+7
Пермь,342228xxxx,Ростелеком,342,+7
Пермь,342229xxxx,Ростелеком,342,+7
Пермь,342231xxxx,Ростелеком,342,+7
Пермь,342232xxxx,Ростелеком,342,+7
Пермь,3422330xxx,Ростелеком,342,+7
Пермь,3422331xxx,Ростелеком,342,+7
Пермь,3422332xxx,Ростелеком,342,+7
Пермь,3422333xxx,Ростелеком,342,+7
Пермь,3422334xxx,Ростелеком,342,+7
Пермь,3422335xxx,Ростелеком,342,+7
Пермь,3422359xxx,Ростелеком,342,+7
Пермь,342236xxxx,Ростелеком,342,+7
Пермь,342237xxxx,Ростелеком,342,+7
Пермь,3422380xxx,Ростелеком,342,+7
Пермь,3422381xxx,Ростелеком,342,+7
Пермь,3422382xxx,Ростелеком,342,+7
Пермь,3422383xxx,Ростелеком,342,+7
Пермь,3422384xxx,Ростелеком,342,+7
Пермь,34223850xx,Ростелеком,342,+7
Пермь,34223851xx,Ростелеком,342,+7
Пермь,34223852xx,Ростелеком,342,+7
Пермь,34223853xx,Ростелеком,342,+7
Пермь,342251xxxx,Ростелеком,342,+7
Пермь,342252xxxx,Ростелеком,342,+7
Пермь,34225300xx,Ростелеком,342,+7
Пермь,34225301xx,Ростелеком,342,+7
Пермь,34225302xx,Ростелеком,342,+7
Пермь,34225303xx,Ростелеком,342,+7
Пермь,34226405xx,Ростелеком,342,+7
Пермь,34226406xx,Ростелеком,342,+7
Пермь,34226407xx,Ростелеком,342,+7
Пермь,34226408xx,Ростелеком,342,+7
Пермь,34226409xx,Ростелеком,342,+7
Пермь,3422641xxx,Ростелеком,342,+7
Пермь,3422642xxx,Ростелеком,342,+7
Пермь,3422643xxx,Ростелеком,342,+7
Пермь,3422644xxx,Ростелеком,342,+7
Пермь,3422645xxx,Ростелеком,342,+7
Пермь,3422646xxx,Ростелеком,342,+7
Пермь,3422647xxx,Ростелеком,342,+7
Пермь,3422648xxx,Ростелеком,342,+7
Пермь,3422649xxx,Ростелеком,342,+7
Пермь,342265xxxx,Ростелеком,342,+7
Пермь,342266xxxx,Ростелеком,342,+7
Пермь,342267xxxx,Ростелеком,342,+7
Пермь,342268xxxx,Ростелеком,342,+7
Пермь,342269xxxx,Ростелеком,342,+7
Пермь,3422700xxx,Ростелеком,342,+7
Пермь,3422701xxx,Ростелеком,342,+7
Пермь,3422702xxx,Ростелеком,342,+7
Пермь,3422703xxx,Ростелеком,342,+7
Пермь,342276xxxx,Tele2,342,+7
Пермь,342277xxxx,Tele2,342,+7
Пермь,342278xxxx,Tele2,342,+7
Пермь,342279xxxx,Tele2,342,+7
Пермь,342280xxxx,Ростелеком,342,+7
Пермь,342281xxxx,Ростелеком,342,+7
Пермь,342282xxxx,Ростелеком,342,+7
Пермь,342283xxxx,Ростелеком,342,+7
Пермь,342284xxxx,Ростелеком,342,+7
Пермь,342285xxxx,Ростелеком,342,+7
Пермь,342424xxxx,РОСТЕЛЕКОМ,342,+7
Пермь,342425xxxx,РОСТЕЛЕКОМ,342,+7
Пермь,342426xxxx,РОСТЕЛЕКОМ,342,+7
Пермь,342427xxxx,РОСТЕЛЕКОМ,342,+7
Пермь,34256398xx,Ростелеком,342,+7
Пермь,34256399xx,Ростелеком,342,+7
Пермь,342564xxxx,Ростелеком,342,+7
Пермь,342565xxxx,Ростелеком,342,+7
Пермь,34256600xx,Ростелеком,342,+7
Пермь,34256601xx,Ростелеком,342,+7
Пермь,34256602xx,Ростелеком,342,+7
Волгоград,844235xxxx,Ростелеком,844,+7
Волгоград,8442360xxx,Ростелеком,844,+7
Волгоград,8442361xxx,Ростелеком,844,+7
Волгоград,8442362xxx,Ростелеком,844,+7
Волгоград,8442363xxx,Ростелеком,844,+7
Волгоград,8442364xxx,Ростелеком,844,+7
Волгоград,8442365xxx,Ростелеком,844,+7
Волгоград,844236985x,Ростелеком,844,+7
Волгоград,844236986x,Ростелеком,844,+7
Волгоград,844236987x,Ростелеком,844,+7
Волгоград,844236988x,Ростелеком,844,+7
Волгоград,844236989x,Ростелеком,844,+7
Волгоград,84423699xx,Ростелеком,844,+7
Волгоград,844237xxxx,Ростелеком,844,+7
Волгоград,844238xxxx,Ростелеком,844,+7
Волгоград,844239xxxx,Ростелеком,844,+7
Волгоград,8442400xxx,Ростелеком,844,+7
Волгоград,8442401xxx,Ростелеком,844,+7
Волгоград,844248xxxx,ЭР-Телеком Холдинг,844,+7
Волгоград,844249xxxx,ЭР-Телеком Холдинг,844,+7
Волгоград,844250xxxx,МЕГАФОН,844,+7
Волгоград,844251xxxx,МЕГАФОН,844,+7
Волгоград,8442520xxx,МЕГАФОН,844,+7
Волгоград,8442521xxx,МЕГАФОН,844,+7
Волгоград,8442522xxx,МЕГАФОН,844,+7
Волгоград,8442523xxx,МЕГАФОН,844,+7
Волгоград,8442524xxx,МЕГАФОН,844,+7
Волгоград,844269xxxx,Ростелеком,844,+7
Волгоград,844270xxxx,Ростелеком,844,+7
Волгоград,844271xxxx,Ростелеком,844,+7
Волгоград,844272xxxx,Ростелеком,844,+7
Волгоград,844273xxxx,Ростелеком,844,+7
Волгоград,8442740xxx,Ростелеком,844,+7
Волгоград,8442741xxx,Ростелеком,844,+7
Волгоград,84427420xx,Ростелеком,844,+7
Волгоград,84427421xx,Ростелеком,844,+7
Волгоград,8442937xxx,Ростелеком,844,+7
Волгоград,8442938xxx,Ростелеком,844,+7
Волгоград,8442939xxx,Ростелеком,844,+7
Волгоград,844294xxxx,Ростелеком,844,+7
Волгоград,844295xxxx,Ростелеком,844,+7
Волгоград,844336xxxx,Ростелеком,844,+7
Волгоград,844337xxxx,Ростелеком,844,+7
Волгоград,844338xxxx,Ростелеком,844,+7
Волгоград,844339xxxx,Ростелеком,844,+7
Волгоград,84434000xx,Ростелеком,844,+7
Волгоград,84434001xx,Ростелеком,844,+7
Волгоград,84434002xx,Ростелеком,844,+7
Волгоград,84434003xx,Ростелеком,844,+7
Волгоград,844340040x,Ростелеком,844,+7
Волгоград,844351xxxx,Ростелеком,844,+7
Волгоград,844352xxxx,Ростелеком,844,+7
Волгоград,844353xxxx,Ростелеком,844,+7
Волгоград,844545xxxx,Ростелеком,844,+7
Волгоград,844546xxxx,Ростелеком,844,+7
Волгоград,844574xxxx,Ростелеком,844,+7
Волгоград,844575xxxx,Ростелеком,844,+7
Красноярск,391211xxxx,Ростелеком,391,+7
Красноярск,391212xxxx,Ростелеком,391,+7
Красноярск,391213xxxx,Ростелеком,391,+7
Красноярск,391240xxxx,Tele2,391,+7
Красноярск,391241xxxx,Tele2,391,+7
Красноярск,391242xxxx,Tele2,391,+7
Красноярск,391260xxxx,Ростелеком,391,+7
Красноярск,391261xxxx,Ростелеком,391,+7
Красноярск,391262xxxx,Ростелеком,391,+7
Красноярск,3912630xxx,Ростелеком,391,+7
Красноярск,3912631xxx,Ростелеком,391,+7
Красноярск,39126398xx,Ростелеком,391,+7
Красноярск,39126399xx,Ростелеком,391,+7
Красноярск,391264xxxx,Ростелеком,391,+7
Красноярск,391265xxxx,Ростелеком,391,+7
Красноярск,3912660xxx,Ростелеком,391,+7
Красноярск,3912661xxx,Ростелеком,391,+7
Красноярск,3912662xxx,Ростелеком,391,+7
Красноярск,3912663xxx,Ростелеком,391,+7
Красноярск,3912664xxx,Ростелеком,391,+7
Красноярск,3912665xxx,Ростелеком,391,+7
Красноярск,3912666xxx,Ростелеком,391,+7
Красноярск,3912667xxx,Ростелеком,391,+7
